City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
508,Rochester,US,73.31,clear sky,43.1548,-77.6156,Hyatt Regency Rochester
509,Lucapa,AO,60.51,overcast clouds,-8.4192,20.7447,Lírio Mendes
510,Sao Gabriel Da Cachoeira,BR,72.12,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
511,Piney Green,US,82.9,broken clouds,34.716,-77.3202,Holiday City MHC
512,Manjeshwar,IN,77.95,scattered clouds,12.7194,74.8861,Mangalore Beach House - EWA Ikigai
514,Waddan,LY,78.12,clear sky,29.1614,16.139,محل الشريف محمد العايب
515,Umm Lajj,SA,86.05,scattered clouds,25.0213,37.2685,Moon light Furnished Units
516,Maryville,US,75.45,few clouds,35.7565,-83.9705,"Holiday Inn Express & Suites Alcoa (Knoxville Airport), an IHG Hotel"
517,Shuangcheng,CN,74.88,clear sky,45.35,126.2833,Xingcheng Hotel
518,Numan,NG,72.21,overcast clouds,9.4667,12.0333,Zangun Motel
519,Birin,NP,70.21,broken clouds,26.8865,88.0718,Sangam Hotel and Lodge🍴
520,Alofi,NU,82.29,broken clouds,-19.0595,-169.9187,Taloa Heights
521,Zhanakorgan,KZ,82.53,clear sky,43.9098,67.2495,"""Ақпалас"" қонақ үйі"
522,Voi,KE,64.18,overcast clouds,-3.3945,38.563,Voi Wildlife Lodge
523,Safranbolu,TR,63.36,broken clouds,41.2508,32.6942,GuleviSafranbolu Hotel
524,Weligama,LK,80.85,scattered clouds,5.9667,80.4167,Weligama Bay Resort
525,Erzurum,TR,62.28,clear sky,40.0,41.5,Saksi Koyu Muhtarligi
527,Tshikapa,CD,68.14,overcast clouds,-6.4167,20.8,Tatem beach
528,Deyang,CN,86.99,broken clouds,31.1302,104.382,Milletholly Resort Hotel
530,Port Hueneme,US,85.26,clear sky,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
533,Koroni,GR,78.08,few clouds,36.8,21.95,Apartments Xenios Zeus 1
534,Ulan-Ude,RU,67.89,broken clouds,51.8261,107.6098,Baikal Plaza
535,Kifri,IQ,88.29,clear sky,34.6959,44.9661,بيت نزهان الحديدي
536,Kirakira,SB,81.43,light rain,-10.4544,161.9205,SanBiz Lodge
537,Arinos,BR,65.17,overcast clouds,-15.9169,-46.1056,casa do bruno
538,Asfi,MA,70.14,clear sky,32.2994,-9.2372,Hôtel Abda
539,Paracuru,BR,80.11,broken clouds,-3.41,-39.0306,Hotel Vento Brasil
540,San Lawrenz,MT,76.86,clear sky,36.0553,14.204,San Andrea Hotel
541,Haines Junction,CA,60.64,overcast clouds,60.7522,-137.5108,Parkside Inn
543,Nabire,ID,86.77,clear sky,-3.3667,135.4833,Hotel Nusantara I
544,Katherine,AU,86.32,scattered clouds,-14.4667,132.2667,Pine Tree Motel
548,Takoradi,GH,73.72,overcast clouds,4.8845,-1.7554,Raybow International Hotel
549,Mount Isa,AU,73.17,scattered clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
552,Aklavik,CA,63.32,broken clouds,68.2191,-135.0107,Aklavik Inn
554,Krasnoarmeysk,RU,66.45,clear sky,51.0239,45.6969,"Hotel ""Your home-Balzer"""
555,Le Port,RE,66.25,clear sky,-20.9373,55.2919,KORBEY D'OR OUEST
557,Loa Janan,ID,89.64,overcast clouds,-0.583,117.095,Kost bu jono
559,Dalby,AU,70.99,overcast clouds,-27.1833,151.2667,Kobbers Motor Inn Dalby
560,Koungou,YT,74.91,few clouds,-12.7336,45.2042,Villa Netibor
561,Bonnyville,CA,78.6,broken clouds,54.2668,-110.735,Best Western Bonnyville Inn & Suites
563,Whitehorse,CA,65.01,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
564,Mikumi,TZ,65.64,light rain,-7.4041,36.9831,Morio Motel and Campsite
565,Samana,DO,79.02,few clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
566,Mangan,IN,85.23,scattered clouds,27.5167,88.5333,Hotel Mout View
567,Broken Hill,AU,60.44,few clouds,-31.95,141.4333,Royal Exchange Hotel
568,Nishihara,JP,88.88,scattered clouds,26.1842,127.7558,Minshuku Agaihama
571,Port Hedland,AU,75.25,scattered clouds,-20.3167,118.5667,The Esplanade Hotel
572,Sundargarh,IN,74.88,overcast clouds,22.1167,84.0333,Sankara City
574,Yendi,GH,74.1,overcast clouds,9.4427,-0.0099,Eyarro Lodge
576,Okmulgee,US,85.86,clear sky,35.6234,-95.9605,"Holiday Inn Express & Suites Okmulgee, an IHG Hotel"
577,Kizukuri,JP,82.11,light rain,40.8061,140.3861,Kashiwa Roman-sō
578,Las Guacamayas,MX,79.43,overcast clouds,18.0167,-102.2167,DIDPROQUIM
580,Bereda,ES,62.58,few clouds,43.2686,-7.5406,Pazo de Verdes
581,Kieta,PG,84.36,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
583,Corinto,GR,72.9,clear sky,37.9407,22.9573,Ephira Hotel
585,Camopi,GF,71.82,scattered clouds,3.1655,-52.3158,La pousada
586,Roma,US,65.62,light rain,43.2128,-75.4557,Wingate By Wyndham Rome
588,Mazamari,PE,71.98,overcast clouds,-11.3258,-74.5308,Hospedaje Ratto
589,Jizan,SA,81.54,overcast clouds,17.3333,42.6667,شهدان. ابوالحجر
590,Sawtell,AU,64.42,heavy intensity rain,-30.3833,153.1,The Bungalow Sawtell
591,Najran,SA,81.25,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
594,Maceio,BR,72.84,clear sky,-9.6658,-35.7353,Hotel Ponta Verde Maceió
595,Barcelos,PT,65.91,clear sky,41.5388,-8.6151,Hotel Restaurante Bagoeira
596,Minab,IR,89.92,haze,27.1467,57.0801,Bam campground
597,West Wendover,US,85.21,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
598,Sindou,BF,72.81,overcast clouds,10.6667,-5.1667,LERABA HOTEL
599,Quartucciu,IT,73.0,clear sky,39.2519,9.1794,Best Western Hotel Residence Italia
601,Miracema Do Tocantins,BR,78.89,clear sky,-9.5618,-48.3967,Miami Apart Hotel
603,Okha,RU,62.71,light rain,53.5739,142.9478,Sakhalin-Sfera
604,Kongoussi,BF,79.36,moderate rain,13.3258,-1.5347,Hôtel La Sagesse
606,Aksu,CN,81.66,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
607,Kalmunai,LK,83.08,broken clouds,7.4167,81.8167,VS Villa
608,Ejura,GH,71.53,overcast clouds,7.3856,-1.3562,Samfrimps lodge
609,Sheltozero,RU,61.59,broken clouds,61.3667,35.3667,The village of Vanino
610,Xiuyan,CN,80.28,broken clouds,40.2928,123.2744,Helin Holiday Hotel
613,The Valley,AI,82.81,overcast clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
614,Puerto Leguizamo,CO,69.71,scattered clouds,-0.1934,-74.7819,la casona de juancho
615,Isla Vista,US,82.99,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
616,Faenza,IT,73.26,light rain,44.2857,11.8833,Hotel Vittoria
617,Lanzhou,CN,83.89,overcast clouds,36.0564,103.7922,Lanzhou Amdo Xiangbala Hotel
618,Basco,PH,84.81,few clouds,20.4487,121.9702,Nathaniel's Lodge
619,Kouroussa,GN,70.45,overcast clouds,10.65,-9.8833,Hotel Tando Plus
620,Maxixe,MZ,65.19,clear sky,-23.8597,35.3472,Oceano
621,Tabas,IR,77.76,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
622,Nichinan,JP,89.28,overcast clouds,31.6,131.3667,Guest House Aki
623,Pilar,BR,71.53,clear sky,-9.5972,-35.9567,Pousada e churrascaria Manguaba
627,Bilibino,RU,63.05,light rain,68.0546,166.4372,Gostinitsa Severyanka
629,Ugoofaaru,MV,81.54,broken clouds,5.6667,73.0,Ungoofaaru Inn
631,Kulhudhuffushi,MV,81.73,scattered clouds,6.6221,73.07,Haajy Guest House 1
632,Corn Island,NI,80.92,overcast clouds,12.1694,-83.0418,Big Fish Guest House
633,Martapura,ID,87.89,few clouds,-3.4167,114.85,Montana Hotel Syariah
636,Kahului,US,89.62,few clouds,20.8947,-156.47,Maui Seaside Hotel
637,Mitsamiouli,KM,74.7,clear sky,-11.3847,43.2844,Foyer ADM
638,Estelle,US,80.6,broken clouds,29.8458,-90.1067,Ohio
639,Talagang,PK,79.02,overcast clouds,32.9297,72.4158,Sajid Iqbal Manzil
640,Goderich,CA,67.91,clear sky,43.7501,-81.7165,Harmony Inn
643,Tigil,RU,69.6,light rain,57.8,158.6667,Tigil'
644,Kovur,IN,87.37,overcast clouds,14.4833,79.9833,Hotel Yesh Park
645,Tautira,PF,77.97,light rain,-17.7333,-149.15,Pension Oaoa
646,Japura,ID,88.97,broken clouds,-0.3167,102.35,Rumah mbah Jamah
647,Morro Bay,US,82.4,broken clouds,35.3658,-120.8499,Inn at Morro Bay
650,Chon Daen,TH,83.19,light rain,16.1895,100.8596,ซับขลุง
651,Alice Springs,AU,65.21,clear sky,-23.7,133.8833,Desert Palms Alice Springs
652,Cairns,AU,82.35,scattered clouds,-16.9167,145.7667,Mantra Trilogy Cairns
654,Esperantina,BR,71.64,clear sky,-3.9017,-42.2336,Hotel Bela Vista
655,Victoria,HK,79.25,moderate rain,22.2855,114.1577,Mini Central
656,Jinchang,CN,84.87,clear sky,38.4953,102.1739,Mingshihui Jinchang International Hotel
657,Mahur,IN,82.35,scattered clouds,25.1667,93.1167,Zyon Doungel
658,Port Blair,IN,82.44,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
659,Hirara,JP,85.86,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
661,Banjar,ID,86.59,scattered clouds,-8.19,114.9675,The Hamsa Resort
663,Dali,CN,74.07,overcast clouds,25.7,100.1833,Dali Travelling With Hostel
664,Finschhafen,PG,77.5,overcast clouds,-6.6024,147.8681,Cossam Guest House
666,Hualmay,PE,61.52,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
667,Kultuk,RU,67.08,overcast clouds,51.7208,103.6956,"Hostel ""Viertikal'"""
669,Maragogi,BR,72.91,clear sky,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
670,Khandyga,RU,68.58,overcast clouds,62.6667,135.6,Apel'sin
671,Inhambane,MZ,66.83,clear sky,-23.865,35.3833,Oceano
672,Roald,NO,60.17,drizzle,62.5833,6.1333,Flem Cabins
673,Mantua,IT,72.64,overcast clouds,45.1667,10.7833,Hotel la Favorita
675,Nemuro,JP,67.98,heavy intensity rain,43.3236,145.575,Hotel Nemuro Kaiyoutei
678,Catia La Mar,VE,77.2,few clouds,10.6038,-67.0303,HOTEL PLAYA GRANDE CARIBE
679,Sigiriya,LK,82.24,scattered clouds,7.9518,80.7426,Hotel Sigiriya
681,Noshiro,JP,77.83,overcast clouds,40.2039,140.0242,Suigetsu
683,Partenit,UA,73.58,clear sky,44.578,34.3446,Приватотель
685,Tamandare,BR,73.35,clear sky,-8.7597,-35.1047,Pousada 100 Passos
686,Seoul,KR,87.19,few clouds,37.5683,126.9778,LOTTE HOTEL SEOUL
