City_ID,City_ID,City_ID.1,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
633,633,633,Martapura,ID,-3.4167,114.85,87.89,66,20,9.22,few clouds
634,634,634,Erechim,BR,-27.6342,-52.2739,44.1,95,0,4.23,clear sky
635,635,635,Araouane,ML,18.9048,-3.5265,94.59,34,9,9.13,clear sky
636,636,636,Kahului,US,20.8947,-156.47,89.62,40,20,23.02,few clouds
637,637,637,Mitsamiouli,KM,-11.3847,43.2844,74.7,69,6,6.4,clear sky
638,638,638,Estelle,US,29.8458,-90.1067,80.6,79,75,5.75,broken clouds
639,639,639,Talagang,PK,32.9297,72.4158,79.02,77,100,4.79,overcast clouds
640,640,640,Goderich,CA,43.7501,-81.7165,67.91,77,0,6.91,clear sky
641,641,641,Kiruna,SE,67.8557,20.2251,45.52,81,40,11.5,scattered clouds
642,642,642,Sorland,NO,67.667,12.6934,51.66,81,100,22.95,overcast clouds
643,643,643,Tigil,RU,57.8,158.6667,69.6,67,88,8.81,light rain
644,644,644,Kovur,IN,14.4833,79.9833,87.37,49,100,20.11,overcast clouds
645,645,645,Tautira,PF,-17.7333,-149.15,77.97,75,33,13.89,light rain
646,646,646,Japura,ID,-0.3167,102.35,88.97,58,77,4.45,broken clouds
647,647,647,Morro Bay,US,35.3658,-120.8499,82.4,68,72,4.0,broken clouds
648,648,648,Alausi,EC,-2.2,-78.8333,46.76,86,99,6.33,overcast clouds
649,649,649,Abu Samrah,SY,35.3029,37.1841,71.87,77,0,10.74,clear sky
650,650,650,Chon Daen,TH,16.1895,100.8596,83.19,86,100,5.73,light rain
651,651,651,Alice Springs,AU,-23.7,133.8833,65.21,23,0,10.36,clear sky
652,652,652,Cairns,AU,-16.9167,145.7667,82.35,58,40,8.05,scattered clouds
653,653,653,Kysyl-Syr,RU,63.8986,122.7617,61.39,63,95,4.61,overcast clouds
654,654,654,Esperantina,BR,-3.9017,-42.2336,71.64,95,10,4.25,clear sky
655,655,655,Victoria,HK,22.2855,114.1577,79.25,93,98,1.01,moderate rain
656,656,656,Jinchang,CN,38.4953,102.1739,84.87,51,2,5.19,clear sky
657,657,657,Mahur,IN,25.1667,93.1167,82.35,61,32,1.05,scattered clouds
658,658,658,Port Blair,IN,11.6667,92.75,82.44,83,75,8.05,mist
659,659,659,Hirara,JP,24.8,125.2833,85.86,84,75,4.61,broken clouds
660,660,660,Aitape,PG,-3.1374,142.3475,83.16,78,44,7.61,moderate rain
661,661,661,Banjar,ID,-8.19,114.9675,86.59,66,28,3.42,scattered clouds
662,662,662,Srednekolymsk,RU,67.45,153.6833,60.75,73,100,12.95,light rain
663,663,663,Dali,CN,25.7,100.1833,74.07,65,96,4.09,overcast clouds
664,664,664,Finschhafen,PG,-6.6024,147.8681,77.5,90,100,7.67,overcast clouds
665,665,665,Sosnovo-Ozerskoye,RU,52.5249,111.5418,68.05,43,7,6.91,clear sky
666,666,666,Hualmay,PE,-11.0964,-77.6139,61.52,84,39,10.76,scattered clouds
667,667,667,Kultuk,RU,51.7208,103.6956,67.08,67,100,4.05,overcast clouds
668,668,668,Merauke,ID,-8.4667,140.3333,80.06,72,66,17.07,broken clouds
669,669,669,Maragogi,BR,-9.0122,-35.2225,72.91,85,0,4.38,clear sky
670,670,670,Khandyga,RU,62.6667,135.6,68.58,60,96,1.5,overcast clouds
671,671,671,Inhambane,MZ,-23.865,35.3833,66.83,80,0,7.43,clear sky
672,672,672,Roald,NO,62.5833,6.1333,60.17,94,100,4.61,drizzle
673,673,673,Mantua,IT,45.1667,10.7833,72.64,86,100,1.99,overcast clouds
674,674,674,Svetlogorsk,BY,52.6333,29.7333,59.13,89,7,8.28,clear sky
675,675,675,Nemuro,JP,43.3236,145.575,67.98,96,100,18.14,heavy intensity rain
676,676,676,Raudeberg,NO,61.9875,5.1352,54.27,93,100,7.25,overcast clouds
677,677,677,Cherskiy,RU,68.75,161.3,55.22,67,94,16.75,overcast clouds
678,678,678,Catia La Mar,VE,10.6038,-67.0303,77.2,88,20,1.14,few clouds
679,679,679,Sigiriya,LK,7.9518,80.7426,82.24,67,42,16.44,scattered clouds
680,680,680,Kedrovyy,RU,56.1667,91.8167,64.81,52,7,5.3,clear sky
681,681,681,Noshiro,JP,40.2039,140.0242,77.83,92,100,12.57,overcast clouds
682,682,682,Kondinskoye,RU,59.6481,67.41,59.45,84,100,8.77,overcast clouds
683,683,683,Partenit,UA,44.578,34.3446,73.58,72,0,4.5,clear sky
684,684,684,Zyryanka,RU,65.75,150.85,78.48,40,30,9.44,scattered clouds
685,685,685,Tamandare,BR,-8.7597,-35.1047,73.35,85,4,2.71,clear sky
686,686,686,Seoul,KR,37.5683,126.9778,87.19,63,20,3.44,few clouds
